"espece_id","section","subsection","champ","valeur","ordre","doctrine","activation_status"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","zones_ouvertes","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","zones_matures","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_HABITAT","zones_transition","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_RUT","actif","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_RUT","comportements","hyperphagie pré-hibernation, déplacements intensifs","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_RUT","sites","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NIDIFICATION","actif","False","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_NIDIFICATION","sites","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_EAU","sites_eau","Alimentation : zones de baies, régénérations forestières, milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_EAU","sites_eau","Déplacements : corridors forestiers continus","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_EAU","zones_humides","milieux humides","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_MINERAUX","sodium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_MINERAUX","calcium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"OURS_NOIR","outputs_engines","ENGINE_MINERAUX","magnesium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
