"espece_id","section","subsection","champ","valeur","ordre","doctrine","activation_status"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","zones_thermiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","zones_ouvertes","forêts matures pour le couvert","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","zones_ouvertes","clairières pour l’alimentation","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","zones_matures","forêts matures pour le couvert","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_HABITAT","zones_transition","zones de transition forêt-agriculture","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_RUT","actif","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_RUT","comportements","rut, déplacements accrus, utilisation de mosaïques forestières","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_RUT","sites","Rut : clairières, mosaïques forestières","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_RUT","sites","Frottis / rubs : zones de rut, corridors","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NIDIFICATION","actif","False","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_NIDIFICATION","sites","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_EAU","sites_eau","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_EAU","zones_humides","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_MINERAUX","sodium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_MINERAUX","calcium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"CHEVREUIL","outputs_engines","ENGINE_MINERAUX","magnesium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
